"Plot","Metabolite","CAS","SUPER_PATHWAY","SUB_PATHWAY","COMP_ID","PLATFORM","RI","MASS","HMDB","KEGG","PUBCHEM","CHEBI","manual_correction","correction_tbl"
"Adapted","16-hydroxypalmitate","506-13-8","Lipid","Fatty acid, monohydroxy",39609,"LC/MS Neg",5232,271.3,"HMDB0006294, HMDB0155887","C18218","10466","55328, 55329","FALSE",NA
"Adapted","lipitor","134523-03-8","Xenobiotics","Drug",38619,"LC/MS Neg",5091.5,557.3,"HMDB0005006","C06834","60823","39548","FALSE",NA
"Adapted","lysine","56-87-1","Amino acid","Lysine metabolism",1301,"LC/MS Pos",603,147.2,"HMDB0000182, HMDB0062809, HMDB0003405","C00047","5962, 641599, 57449, 866","18019, 32551, 16855, 25094","FALSE",NA
"Adapted","lysylleucine","7369-79-1","Peptide","Dipeptide",40020,"LC/MS Pos",1546,260.2,"HMDB0028955",NA,"7016103","74561","FALSE",NA
"Adapted","lysyllysine","13184-13-9","None","None",42090,"LC/MS Pos",533,138.2,"HMDB0304785",NA,"4293571",NA,"FALSE",NA
"Adapted","lysylmethionine","97729-52-7","Peptide","Dipeptide",41943,"LC/MS Pos",1013.1,278.2,"HMDB0028957",NA,"7016114","74566","FALSE",NA
"Adapted","lysyltyrosine","35978-98-4","Peptide","Dipeptide",42089,"LC/MS Pos",1310,310.3,"HMDB0028963",NA,"7021820","73608","FALSE",NA
"Adapted","malate","6915-15-7","Energy","Krebs cycle",1303,"GC/MS",1502,233,"HMDB0000156, HMDB0000744","C00149","222656, 5459792, 525, 160434","30797, 15589, 6650, 15595","FALSE",NA
"Adapted","malonylcarnitine",NA,"Lipid","Fatty acid synthesis",37059,"LC/MS Pos",980,248.1,"HMDB0002095, HMDB0062496, HMDB0062592",NA,"91825606, 22833583","85470, 86047","FALSE",NA
"Adapted","maltohexaose","34620-77-4","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",35170,"LC/MS Neg",1224,989.1,"HMDB0012253","C01936","5288409","61953","FALSE",NA
"Adapted","maltopentaose","34620-76-3","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",35163,"LC/MS Neg",1100,827.1,"HMDB0012254, HMDB0249794","C06218","13489094, 3710145","61952","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","2'-deoxyadenosine 3'-monophosphate","102832-10-0","Nucleotide","Purine metabolism, adenine containing",40663,"LC/MS Pos",1383.5,332.1,"HMDB0245534",NA,"1467",NA,"FALSE",NA
"Adapted","maltose","6363-53-7","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",15804,"GC/MS",2176.2,204.1,"HMDB0000163, HMDB0037138","C00208, C00897","10991489, 439341","18167, 47937","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","maltotetraose","34612-38-9","Carbohydrate","Oligosaccharide",15910,"LC/MS Neg",965,665.1,"HMDB0001296, HMDB0029931, HMDB0252767","C02052, C00464","439639, 25147451, 870","143180, 28808","FALSE",NA
"Adapted","maltotriose","1109-28-0","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",15877,"GC/MS",2419,204,"HMDB0001262, HMDB0006857, HMDB0038852","C01835, C00721, C00420","439586, 192826, 62698","140999, 27931","FALSE",NA
"Adapted","mannitol","69-65-8","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",15335,"GC/MS",1839,319.1,"HMDB0000765, HMDB0001363","C00392","6251","16899","FALSE",NA
"Adapted","mannose","3458-28-4","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",584,"GC/MS",1753.5,203.9,"HMDB0000169","C00159, C00936","185698, 18950","28729, 4208","TRUE","completely_incompatible_manual_with_cas"
"Adapted","mannose-6-phosphate","70442-25-0, 104872-94-8","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",1469,"GC/MS",2004.6,387.1,"HMDB0001078, HMDB0304312","C00275","439198, 65127, 23421200","49728, 48066, 58735","FALSE",NA
"Adapted","margarate (17:0)","506-12-7","Lipid","Long chain fatty acid",1121,"LC/MS Neg",5733,269.3,"HMDB0002259",NA,"10465","32365, 32366","FALSE",NA
"Adapted","metformin","1115-70-4","Xenobiotics","Drug",39972,"GC/MS",1746.4,284.1,"HMDB0001921","C07151","4091","6801","FALSE",NA
"Adapted","methionine","63-68-3","Amino acid","Cysteine, methionine, SAM, taurine metabolism",1302,"LC/MS Pos",1252,150.1,"HMDB0000696","C00073","6137, 876","16643, 57844, 16811, 16867","FALSE",NA
"Adapted","methionylalanine","3061-96-9","Peptide","Dipeptide",40685,"LC/MS Pos",1500,221.1,NA,NA,NA,NA,"FALSE",NA
"Adapted","1-arachidonoylglycerophosphocholine*",NA,"Lipid","Lysolipid",33228,"LC/MS Pos",5554,544.3,NA,"C05208",NA,NA,"FALSE",NA
"Adapted","2'-deoxycytidine 3'-monophosphate","6220-63-9","Nucleotide","Pyrimidine metabolism, cytidine containing",40453,"LC/MS Pos",1048,308,"HMDB0062545",NA,"3274948",NA,"FALSE",NA
"Adapted","methionylasparagine","36261-61-7","Peptide","Dipeptide",40686,"LC/MS Pos",1060.3,264.1,"HMDB0028968",NA,"333467",NA,"FALSE",NA
"Adapted","methionylaspartate","14595-65-4","None","None",40687,"LC/MS Pos",1275.3,265.1,NA,NA,NA,NA,"FALSE",NA
"Adapted","methionylglutamate","14517-44-3","Peptide","Dipeptide",40693,"LC/MS Pos",1503,279.1,NA,NA,NA,NA,"FALSE",NA
"Adapted","methionylglycine","14486-03-4","Peptide","Dipeptide",40717,"LC/MS Pos",1478,207.1,"HMDB0028973",NA,"259185","174028","FALSE",NA
"Adapted","methionylleucine","14486-16-9","Peptide","Dipeptide",40023,"LC/MS Pos",2698,263.2,"HMDB0028977",NA,"3425788",NA,"FALSE",NA
"Adapted","methionylphenylalanine","14492-14-9","Peptide","Dipeptide",41441,"LC/MS Pos",3042,297.2,"HMDB0028980",NA,"100048",NA,"FALSE",NA
"Adapted","methyl-alpha-glucopyranoside","97-30-3","Xenobiotics","Chemical",20714,"LC/MS Pos",1087,212.1,NA,"C02603","64947",NA,"TRUE","completely_incompatible_manual_with_cas"
"Adapted","methylglutaroylcarnitine",NA,"Amino acid","Valine, leucine and isoleucine metabolism",37060,"LC/MS Pos",1900,290.1,"HMDB0000552",NA,"128145","70857","FALSE",NA
"Adapted","methylphosphate","7023-27-0","Nucleotide","Purine and pyrimidine metabolism",37070,"GC/MS",1221,240.9,"HMDB0061711",NA,"13130","340824","FALSE",NA
"Adapted","metoprolol","56392-17-7","Xenobiotics","Drug",18037,"LC/MS Pos",3205,268.2,"HMDB0001932","C07202","4171","6904","FALSE",NA
"Adapted","2'-deoxyguanosine","961-07-9","Nucleotide","Purine metabolism, guanine containing",1411,"LC/MS Pos",1728,268,"HMDB0000085","C00330","187790, 135398592","17172","FALSE",NA
"Adapted","metoprolol acid metabolite*",NA,"Xenobiotics","Drug",34109,"LC/MS Pos",2535,268.2,"HMDB0254682",NA,"62936","83478","FALSE",NA
"Adapted","myo-inositol","87-89-8","Lipid","Inositol metabolism",19934,"GC/MS",1924.9,217,"HMDB0000211, HMDB0002256","C00137",NA,"17268","FALSE",NA
"Adapted","myristate (14:0)","544-63-8","Lipid","Long chain fatty acid",1365,"LC/MS Neg",5439,227.3,"HMDB0000806","C06424","11005","28875, 30807","FALSE",NA
"Adapted","myristoleate (14:1n5)","544-64-9","Lipid","Long chain fatty acid",32418,"LC/MS Neg",5338,225.3,"HMDB0002000","C08322","5281119","27781, 32370","FALSE",NA
"Adapted","myristoylcarnitine","18822-89-4","Lipid","Carnitine metabolism",33952,"LC/MS Pos",5113,372.4,"HMDB0254979",NA,"6426854","73061","FALSE",NA
"Adapted","naproxen","22204-53-1","Xenobiotics","Drug",12122,"LC/MS Neg",4168,228.9,"HMDB0001923","C01517","156391","7476","FALSE",NA
"Adapted","nervonate (24:1n9)","506-37-6","Lipid","Long chain fatty acid",41820,"GC/MS",2201,423.4,"HMDB0002368, HMDB0303950","C08323","5281120","44247, 32392","FALSE",NA
"Adapted","nicotinamide","98-92-0","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",594,"LC/MS Pos",1267,123.1,"HMDB0001406","C00153","936","17154","FALSE",NA
"Adapted","nicotinamide adenine dinucleotide (NAD+)","53-84-9","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",5278,"LC/MS Pos",1370,664,"HMDB0000902, HMDB0249146","C00003","5892, 5893, 925","44215, 15846, 13389","FALSE",NA
"Adapted","nicotinamide adenine dinucleotide reduced (NADH)","58-68-4, 606-68-8","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",31475,"LC/MS Neg",1554,664.1,"HMDB0001487","C00004","439153","16908","FALSE",NA
"Adapted","2'-deoxyinosine","890-38-0","Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing",15076,"LC/MS Neg",1700,251.1,"HMDB0000071","C05512","65058","28997","FALSE",NA
"Adapted","nicotinamide ribonucleotide (NMN)","1094-61-7","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",22152,"LC/MS Pos",886,335.1,"HMDB0000229, HMDB0059645","C00455","14181, 14180, 23617374","14648, 16171, 14649","FALSE",NA
"Adapted","nicotinamide riboside*","1341-23-7","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",33013,"LC/MS Pos",955,255.1,"HMDB0000855","C03150","439924","15927","FALSE",NA
"Adapted","nicotinate","59-67-6","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",1504,"LC/MS Neg",1221,122.1,"HMDB0001488","C00253","938, 937","15940, 32544","FALSE",NA
"Adapted","nicotinate adenine dinucleotide (NAAD+)","6450-77-7, 104809-30-5","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",15725,"LC/MS Neg",1236,662.9,NA,NA,NA,NA,"FALSE",NA
"Adapted","octanoylcarnitine","3671-77-0","Lipid","Carnitine metabolism",33936,"LC/MS Pos",4100,288.3,NA,NA,"123701","73039","FALSE",NA
"Adapted","oleate (18:1n9)","112-80-1","Lipid","Long chain fatty acid",1359,"GC/MS",1984.4,339.2,"HMDB0000207, HMDB0002066","C00712","445639, 42607286, 5460221","16196, 30823","FALSE",NA
"Adapted","oleoylcarnitine",NA,"Lipid","Carnitine metabolism",35160,"LC/MS Pos",5202,426.4,"HMDB0005065, HMDB0062772",NA,"46907933","84651","FALSE",NA
"Adapted","ophthalmate","495-27-2","Amino acid","Glutathione metabolism",34592,"LC/MS Neg",920,288.1,"HMDB0005765",NA,"7018721","84058","FALSE",NA
"Adapted","ornithine","3184-13-2","Amino acid","Urea cycle, arginine-, proline-, metabolism",1493,"GC/MS",1763.8,141.9,"HMDB0000214, HMDB0000818, HMDB0004984, HMDB0003374","C00077, C00515","6262, 6992088, 59565831, 71082, 389","15729, 46911, 16176, 18257, 57668","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","p-acetamidophenylglucuronide","120595-80-4","Xenobiotics","Drug",33423,"LC/MS Neg",1377,326.1,"HMDB0010316, HMDB0247905",NA,"4022661, 83944","32636, 132962","TRUE","completely_incompatible_manual_with_cas"
"Adapted","2-aminoadipate","542-32-5, 1118-90-7","Amino acid","Lysine metabolism",6146,"GC/MS",1686.5,260.1,"HMDB0000510, HMDB0302754","C00956","92136, 469, 5460399","37023, 37024, 58672, 17082, 37025","FALSE",NA
"Adapted","p-cresol sulfate","3233-57-7","Amino acid","Phenylalanine & tyrosine metabolism",36103,"LC/MS Neg",2896,187.1,"HMDB0001858, HMDB0013762","C01468","2879","17847","FALSE",NA
"Adapted","palmitate (16:0)","57-10-3","Lipid","Long chain fatty acid",1336,"LC/MS Neg",5619,255.3,"HMDB0000220, HMDB0060083","C00249","985, 504166","15756, 7896","FALSE",NA
"Adapted","palmitoleate (16:1n7)","373-49-9","Lipid","Long chain fatty acid",33447,"LC/MS Neg",5477,253.3,"HMDB0003229, HMDB0012328, HMDB0060082","C08362","445638, 5282745","28716, 59265, 32372","FALSE",NA
"Adapted","palmitoyl sphingomyelin",NA,"Lipid","Sphingolipid",37506,"GC/MS",2524,311.3,"HMDB0010169, HMDB0012098, HMDB0061712",NA,"9939941","78646","FALSE",NA
"Adapted","palmitoylcarnitine","6865-14-1","Lipid","Carnitine metabolism",22189,"LC/MS Pos",5179,400.4,"HMDB0240783",NA,"461","73067","FALSE",NA
"Adapted","pantothenate","137-08-6","Cofactors and vitamins","Pantothenate and CoA metabolism",1508,"LC/MS Pos",2218,220.1,"HMDB0000210, HMDB0250782, HMDB0062717","C00864","6613, 988, 167945","46905, 7916, 29032","FALSE",NA
"Adapted","paroxetine","110429-49-8","Xenobiotics","Drug",40461,"LC/MS Pos",4222,330.2,"HMDB0014853","C07415","43815","7936","FALSE",NA
"Adapted","pelargonate (9:0)","112-05-0","Lipid","Medium chain fatty acid",12035,"LC/MS Neg",4847,157.2,"HMDB0000847","C01601","8158","29019, 32361","FALSE",NA
"Adapted","penicillin G","69-57-8","Xenobiotics","Drug",37468,"LC/MS Pos",3314,335.2,"HMDB0015186","C05551","5904","18208, 51354","FALSE",NA
"Adapted","pentadecanoate (15:0)","1002-84-2","Lipid","Long chain fatty acid",1361,"GC/MS",1853.5,299.2,"HMDB0000826","C16537","13849","42504, 78795","FALSE",NA
"Adapted","2-aminobutyrate","1492-24-6","Amino acid","Butanoate metabolism",1577,"GC/MS",1215.7,130,"HMDB0000452, HMDB0000650","C02261","439691, 80283, 6657","28797, 35619, 35621","FALSE",NA
"Adapted","phenol red","143-74-8","Xenobiotics","Chemical",36817,"LC/MS Neg",3650,353.1,NA,"C12600","4766","31991","TRUE","completely_incompatible_manual_with_cas"
"Adapted","phenol sulfate","937-34-8","Amino acid","Phenylalanine & tyrosine metabolism",32553,"LC/MS Neg",2150,173.1,"HMDB0060015","C02180","74426","27905","FALSE",NA
"Adapted","phenylacetylglutamine","28047-15-6","Amino acid","Phenylalanine & tyrosine metabolism",35126,"LC/MS Pos",2868,265.2,"HMDB0006344, HMDB0062645","C04148, C05597","306137, 92258","17884, 58310, 8087","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","phenylalanine","63-91-2","Amino acid","Phenylalanine & tyrosine metabolism",64,"LC/MS Pos",2056,166.1,"HMDB0000159, HMDB0000612","C00079","6140, 994","17295, 58095, 16998, 28044","FALSE",NA
"Adapted","phenylalanylalanine","3918-87-4","Peptide","Dipeptide",41374,"LC/MS Pos",2047.6,237.1,"HMDB0028988",NA,"5488196","73630","FALSE",NA
"Adapted","phenylalanylarginine","1238-09-1","Peptide","Dipeptide",41487,"LC/MS Pos",1553,322.2,"HMDB0028989",NA,"10268029","73632, 133147","FALSE",NA
"Adapted","phenylalanylaspartate","22828-05-3","Peptide","Dipeptide",41419,"LC/MS Pos",1901,281.1,"HMDB0028991",NA,"6992643","73631","FALSE",NA
"Adapted","phenylalanylglutamate","3617-45-6","Peptide","Dipeptide",41432,"LC/MS Pos",2005,295.2,"HMDB0028994",NA,"151134","74712","FALSE",NA
"Adapted","phenylalanylglycine","721-90-4","Peptide","Dipeptide",41370,"LC/MS Neg",2460.8,221.1,"HMDB0304788",NA,"98207",NA,"FALSE",NA
"Adapted","phenylalanylleucine","3303-55-7","Peptide","Dipeptide",40192,"LC/MS Pos",3252,279.2,"HMDB0253025",NA,"4078229",NA,"FALSE",NA
"Adapted","2-arachidonoylglycerophosphocholine*",NA,"Lipid","Lysolipid",35256,"LC/MS Pos",5524,544.3,NA,NA,NA,NA,"FALSE",NA
"Adapted","phenylalanylmethionine","15080-84-9","Peptide","Dipeptide",41436,"LC/MS Pos",2772,297.2,"HMDB0029001",NA,"7010505","74719, 190709","FALSE",NA
"Adapted","phenylalanylphenylalanine","2577-40-4","Peptide","Dipeptide",38150,"LC/MS Pos",3317,313.2,"HMDB0013302",NA,"6993089","72723, 191205","FALSE",NA
"Adapted","phenylalanylproline","7669-65-0","Peptide","Dipeptide",41392,"LC/MS Neg",3170,261.2,"HMDB0011177",NA,"7020641","74750","FALSE",NA
"Adapted","phenylalanylserine","16053-39-7","Peptide","Dipeptide",40016,"LC/MS Pos",1808,253.1,"HMDB0029004",NA,"193508","71032","FALSE",NA
"Adapted","phenylalanyltryptophan","24587-41-5","Peptide","Dipeptide",41377,"LC/MS Pos",3349,352.2,"HMDB0029006",NA,"134906","74751","FALSE",NA
"Adapted","phenylalanyltyrosine","17355-18-9","Peptide","Dipeptide",41527,"LC/MS Pos",2630,329.2,"HMDB0029007",NA,"13341191","73637","FALSE",NA
"Adapted","phenylalanylvaline","3918-90-9","Peptide","Dipeptide",41393,"LC/MS Pos",2570,265.1,"HMDB0029008",NA,"7359121","73638","FALSE",NA
"Adapted","phosphate","7664-38-2","Energy","Oxidative phosphorylation",11438,"GC/MS",1307.7,298.9,"HMDB0001429, HMDB0000973, HMDB0002105, HMDB0002142, HMDB0005947","C00009","1004, 1061, 3681305, 1003","26078, 18367, 43474, 39745","FALSE",NA
"Adapted","phosphoenolpyruvate (PEP)","10526-80-4","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism",597,"GC/MS",1595.4,369,"HMDB0000263","C00074","1005, 638308, 3674425","44897, 18021, 58702","FALSE",NA
"Adapted","phosphoethanolamine","1071-23-4","Lipid","Glycerolipid metabolism",1600,"LC/MS Neg",644,140.1,"HMDB0000224, HMDB0012279, HMDB0060151, HMDB0060152","C00346","1015","17553, 58190","FALSE",NA
"Adapted","2-arachidonoylglycerophosphoethanolamine*",NA,"Lipid","Lysolipid",32815,"LC/MS Neg",5674,500.3,NA,NA,NA,NA,"FALSE",NA
"Adapted","phytosphingosine","554-62-1","Lipid","Sphingolipid",1510,"LC/MS Pos",5189,318.4,"HMDB0004610","C12144","122121","46961, 64124","FALSE",NA
"Adapted","pipecolate","4043-87-2","Amino acid","Lysine metabolism",1444,"LC/MS Pos",1120,130.1,"HMDB0000070, HMDB0000716","C00408","849, 439227","17964, 30913, 61185","FALSE",NA
"Adapted","piperine","94-62-2","Xenobiotics","Food component/Plant",33935,"LC/MS Pos",5136,286.2,"HMDB0029377","C03882","638024","28821","FALSE",NA
"Adapted","pivaloylcarnitine",NA,"Xenobiotics","Drug",35432,"LC/MS Pos",2370,246.2,"HMDB0041993",NA,"126894","165622","FALSE",NA
"Adapted","pregnanediol-3-glucuronide","1852-49-9","Lipid","Sterol/Steroid",40708,"LC/MS Neg",5136.9,495.4,"HMDB0010318",NA,"123796, 44263371","88765","FALSE",NA
"Adapted","pregnen-diol disulfate*",NA,"Lipid","Sterol/Steroid",32562,"LC/MS Neg",3886,238.3,"HMDB0004025, HMDB0005943","C05484","219833, 101541","8387","FALSE",NA
"Adapted","pro-hydroxy-pro","18684-24-7","Peptide","Dipeptide",35127,"LC/MS Pos",960,229.2,"HMDB0006695, HMDB0029018",NA,"11902892","74767","FALSE",NA
"Adapted","proline","147-85-3","Amino acid","Urea cycle, arginine-, proline-, metabolism",1898,"LC/MS Pos",796,116.1,"HMDB0000162, HMDB0003411","C00148","8988, 145742, 614","17203, 60039, 16313, 26271","FALSE",NA
"Adapted","prolylglycine","2578-57-6","Peptide","Dipeptide",40703,"LC/MS Pos",875,173.1,"HMDB0011178",NA,"6426709","61695, 61696","FALSE",NA
"Adapted","prolylmethionine","52899-08-8","None","None",41386,"LC/MS Pos",1736.8,247.1,"HMDB0029023",NA,"5233577, 5250073",NA,"TRUE","completely_incompatible_manual_with_cas"
"Adapted","2-docosahexaenoylglycerophosphocholine*",NA,"Lipid","Lysolipid",35883,"LC/MS Pos",5507,568.3,NA,NA,NA,NA,"FALSE",NA
"Adapted","propionylcarnitine","17298-37-2","Lipid","Fatty acid metabolism (also BCAA metabolism)",32452,"LC/MS Pos",1589,218.2,"HMDB0000824, HMDB0062514","C03017","188824, 107738","53210, 28867","FALSE",NA
"Adapted","prostaglandin A2","13345-50-1","Lipid","Eicosanoid",19761,"LC/MS Neg",4875,333.3,"HMDB0002752, HMDB0062524","C05953","5280880, 5283092, 40488287","27820, 184988, 133370","FALSE",NA
"Adapted","prostaglandin E2","363-24-6","Lipid","Eicosanoid",7746,"LC/MS Neg",4562,351.3,"HMDB0001220","C00584","5280360, 5283031, 11865423","15551, 606564","FALSE",NA
"Adapted","pseudouridine","1445-07-4","Nucleotide","Pyrimidine metabolism, uracil containing",33442,"LC/MS Neg",1104,243.1,"HMDB0000767, HMDB0006075","C02067","15047","17802","FALSE",NA
"Adapted","putrescine","110-60-1","Amino acid","Polyamine metabolism",1408,"GC/MS",1705.8,174,"HMDB0001414, HMDB0060243","C00134","1045","17148, 326268","FALSE",NA
"Adapted","pyridoxal","65-22-5","Cofactors and vitamins","Pyridoxal metabolism",1651,"LC/MS Pos",1210,168.1,"HMDB0001545","C00250","1050","17310","FALSE",NA
"Adapted","pyridoxate","82-82-6","Cofactors and vitamins","Vitamin B6 metabolism",31555,"LC/MS Neg",2210,182.1,"HMDB0000017","C00847","6723","17405, 30959","FALSE",NA
"Adapted","pyroglutamine*",NA,"Amino acid","Glutamate metabolism",32672,"LC/MS Pos",764,129.2,"HMDB0242134",NA,"134508","133469","FALSE",NA
"Adapted","pyrophosphate (PPi)","1466-09-3","Energy","Oxidative phosphorylation",2078,"GC/MS",1642.3,451,"HMDB0000250, HMDB0304340","C00013","1023, 644102, 4097574, 4995","29888, 18361, 33019, 45212","FALSE",NA
"Adapted","quebrachitol","642-38-6","Xenobiotics","Food component/Plant",37088,"GC/MS",1797,217,"HMDB0034221","C08257",NA,"111","FALSE",NA
"Adapted","2-docosahexaenoylglycerophosphoethanolamine*",NA,"Lipid","Lysolipid",34258,"LC/MS Pos",5512,526.2,NA,NA,NA,NA,"FALSE",NA
"Adapted","quinate","77-95-2","Xenobiotics","Food component/Plant",18335,"GC/MS",1793,345.1,"HMDB0003072","C00296","6508","17521, 29751","FALSE",NA
"Adapted","quinidine","56-54-2","Xenobiotics","Drug",39766,"LC/MS Pos",2712.6,325.3,"HMDB0015044","C06527","441074","28593","FALSE",NA
"Adapted","quinolinate","89-00-9","Cofactors and vitamins","Nicotinate and nicotinamide metabolism",1899,"GC/MS",1697.7,296.1,"HMDB0000232, HMDB0001011","C03460, C03722","165390, 1066","27754, 16675","FALSE",NA
"Adapted","ranitidine","66357-59-3","Xenobiotics","Drug",38595,"LC/MS Pos",1967,315.1,"HMDB0001930, HMDB0005003",NA,"3001055","8776","FALSE",NA
"Adapted","ribitol","488-81-3","Carbohydrate","Nucleotide sugars, pentose metabolism",15772,"GC/MS",1692.4,217,"HMDB0000508","C00474",NA,"15963","FALSE",NA
"Adapted","riboflavin (Vitamin B2)","83-88-5","Cofactors and vitamins","Riboflavin metabolism",1827,"LC/MS Pos",3111,377.2,"HMDB0000244","C00255","493570","17015, 57986","FALSE",NA
"Adapted","ribose","50-69-1","Carbohydrate","Nucleotide sugars, pentose metabolism",12080,"GC/MS",1639.2,204,"HMDB0000283, HMDB0012194","C00121","5779","47013","FALSE",NA
"Adapted","ribulose","488-84-6","Carbohydrate","Nucleotide sugars, pentose metabolism",35855,"GC/MS",1662,306.1,"HMDB0000621, HMDB0003371","C00309, C00508","12358756, 9920423","16880, 17173","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","saccharopine","997-68-2","Amino acid","Lysine metabolism",1495,"GC/MS",2082.1,357.2,"HMDB0000279, HMDB0062698","C00449","160556","16927, 57951","FALSE",NA
"Adapted","salicylate","69-72-7","Xenobiotics","Drug",1515,"LC/MS Neg",2226,137.1,"HMDB0001895, HMDB0015470, HMDB0302214","C00805","338","16914, 30762","FALSE",NA
"Adapted","2-docosapentaenoylglycerophosphocholine*",NA,"Lipid","Lysolipid",37366,"LC/MS Pos",5532,570.3,NA,NA,NA,NA,"FALSE",NA
"Adapted","sarcosine (N-Methylglycine)","107-97-1","Amino acid","Glycine, serine and threonine metabolism",1516,"GC/MS",1182.9,116,"HMDB0000271","C00213","1088","15611, 57433","FALSE",NA
"Adapted","scyllo-inositol","488-59-5","Lipid","Inositol metabolism",32379,"GC/MS",1893.8,318.2,"HMDB0006088, HMDB0000160","C06153",NA,"10642","FALSE",NA
"Adapted","sedoheptulose-7-phosphate","2646-35-7","Carbohydrate","Nucleotide sugars, pentose metabolism",35649,"GC/MS",2070,691.35,"HMDB0001068, HMDB0258206, HMDB0062754","C05382","92042786, 616, 165007","133983, 15721, 57483","FALSE",NA
"Adapted","serine","56-45-1","Amino acid","Glycine, serine and threonine metabolism",1648,"GC/MS",1389.1,204,"HMDB0000187, HMDB0000589, HMDB0062263, HMDB0003406","C00065, C00716, C00740","5951, 617, 71077","16523, 35247, 17115, 17822, 33384","TRUE","keeping_only_compatible_for_partially_compatible_features"
"Adapted","serylisoleucine*",NA,"Peptide","Dipeptide",40193,"LC/MS Pos",2021,219.2,NA,NA,NA,NA,"FALSE",NA
"Adapted","serylleucine","6665-16-3","Peptide","Dipeptide",40066,"LC/MS Pos",2106,219.2,"HMDB0029043, HMDB0094712",NA,"7015694","74815","FALSE",NA
"Adapted","serylphenyalanine",NA,"Peptide","Dipeptide",40054,"LC/MS Pos",2348,253.2,NA,NA,NA,NA,"FALSE",NA
"Adapted","serylvaline","51782-06-0","Peptide","Dipeptide",42058,"LC/MS Pos",1501,205.1,"HMDB0029052, HMDB0094706",NA,"7020158","74823","FALSE",NA
"Adapted","sorbitol","6706-59-8","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",15053,"GC/MS",1843,319.1,"HMDB0000247","C00794","5780","17924","FALSE",NA
"Adapted","sorbitol 6-phosphate","108392-12-7","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism",15699,"LC/MS Neg",613,261.1,"HMDB0005831","C01096, C02810","618, 152306","743019, 17044, 60084","TRUE","completely_incompatible_manual_with_cas"
"Adapted","1-arachidonoylglycerophosphoethanolamine*",NA,"Lipid","Lysolipid",35186,"LC/MS Neg",5731,500.3,"HMDB0011517",NA,"42607465","64395","FALSE",NA
"Adapted","2-docosapentaenoylglycerophosphoethanolamine*",NA,"Lipid","Lysolipid",34875,"LC/MS Pos",5548,528.2,NA,NA,NA,NA,"FALSE",NA
"Adapted","spermidine","124-20-9","Amino acid","Polyamine metabolism",485,"LC/MS Pos",533,146.2,"HMDB0001257","C00315","1102","16610, 57834","FALSE",NA
"Adapted","spermine","71-44-3","Amino acid","Polyamine metabolism",603,"LC/MS Pos",506,203.2,"HMDB0001256","C00750","1103","15746, 45725","FALSE",NA
"Adapted","sphinganine","3102-56-5","Lipid","Sphingolipid",17769,"LC/MS Pos",5175,302.3,"HMDB0000269","C00836","91486, 46878428","16566, 57817","FALSE",NA
"Adapted","sphingosine","123-78-4","Lipid","Sphingolipid",17747,"LC/MS Pos",5197,300.2,"HMDB0000252, HMDB0062807","C00319","5280335, 46878424","16393, 57756","FALSE",NA
"Adapted","squalene","111-02-4","Lipid","Sterol/Steroid",1518,"GC/MS",2205,69,"HMDB0000256","C00751","638072, 5280370","15440","FALSE",NA
"Adapted","stachydrine","4136-37-2","Xenobiotics","Food component/Plant",34384,"LC/MS Pos",860,144.1,"HMDB0004827","C10172","115244","35280, 134398","FALSE",NA
"Adapted","stearate (18:0)","57-11-4","Lipid","Long chain fatty acid",1358,"LC/MS Neg",5886,283.4,"HMDB0000827","C01530","5281","28842, 25629","FALSE",NA
"Adapted","stearidonate (18:4n3)","111174-40-4","Lipid","Long chain fatty acid",33969,"LC/MS Neg",5381,275.3,"HMDB0006547","C16300","5312508, 5282837","32389, 77222","FALSE",NA
"Adapted","stearoylcarnitine","18822-91-8","Lipid","Carnitine metabolism",34409,"LC/MS Pos",5300,428.4,"HMDB0000848, HMDB0062532",NA,"52922056, 6426855","84644, 73074","FALSE",NA
