"";"original_row_id";"Metabolite";"CAS";"SUPER_PATHWAY";"SUB_PATHWAY";"COMP_ID";"PLATFORM";"RI";"MASS";"PUBCHEM";"KEGG";"HMDB";"CHEBI";"row_id";"seed1_type";"seed1_id";"seed2_type";"seed2_id";"pair_compatible";"compatibility_path";"n_seed_ids";"all_seed_ids_compatible";"manual_correction";"correction_tbl"
"879";"455";"phenylalanyltyrosine";"17355-18-9";"Peptide";"Dipeptide";"41527";"LC/MS Pos";"2630";"329.2";NA;NA;NA;NA;455;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"880";"456";"phenylalanylvaline";"3918-90-9";"Peptide";"Dipeptide";"41393";"LC/MS Pos";"2570";"265.10000000000002";"7359121";NA;NA;NA;456;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"881";"457";"phosphate";"7664-38-2";"Energy";"Oxidative phosphorylation";"11438";"GC/MS";"1307.7";"298.89999999999998";"1061";"C00009";"HMDB01429";NA;457;"HMDB";"HMDB0001429";"KEGG";"C00009";TRUE;"direct";3;TRUE;FALSE;NA
"882";"457";"phosphate";"7664-38-2";"Energy";"Oxidative phosphorylation";"11438";"GC/MS";"1307.7";"298.89999999999998";"1061";"C00009";"HMDB01429";NA;457;"HMDB";"HMDB0001429";"PUBCHEM";"1061";TRUE;"direct";3;TRUE;FALSE;NA
"883";"457";"phosphate";"7664-38-2";"Energy";"Oxidative phosphorylation";"11438";"GC/MS";"1307.7";"298.89999999999998";"1061";"C00009";"HMDB01429";NA;457;"KEGG";"C00009";"PUBCHEM";"1061";TRUE;"direct";3;TRUE;FALSE;NA
"884";"458";"phosphoenolpyruvate (PEP)";"10526-80-4";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"597";"GC/MS";"1595.4";"369";"1005";"C00074";"HMDB00263";NA;458;"HMDB";"HMDB0000263";"KEGG";"C00074";TRUE;"direct";3;TRUE;FALSE;NA
"885";"458";"phosphoenolpyruvate (PEP)";"10526-80-4";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"597";"GC/MS";"1595.4";"369";"1005";"C00074";"HMDB00263";NA;458;"HMDB";"HMDB0000263";"PUBCHEM";"1005";TRUE;"direct";3;TRUE;FALSE;NA
"886";"458";"phosphoenolpyruvate (PEP)";"10526-80-4";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"597";"GC/MS";"1595.4";"369";"1005";"C00074";"HMDB00263";NA;458;"KEGG";"C00074";"PUBCHEM";"1005";TRUE;"direct";3;TRUE;FALSE;NA
"887";"459";"phosphoethanolamine";"1071-23-4";"Lipid";"Glycerolipid metabolism";"1600";"LC/MS Neg";"644";"140.1";"1015";"C00346";"HMDB00224";NA;459;"HMDB";"HMDB0000224";"KEGG";"C00346";TRUE;"direct";3;TRUE;FALSE;NA
"888";"459";"phosphoethanolamine";"1071-23-4";"Lipid";"Glycerolipid metabolism";"1600";"LC/MS Neg";"644";"140.1";"1015";"C00346";"HMDB00224";NA;459;"HMDB";"HMDB0000224";"PUBCHEM";"1015";TRUE;"direct";3;TRUE;FALSE;NA
"889";"459";"phosphoethanolamine";"1071-23-4";"Lipid";"Glycerolipid metabolism";"1600";"LC/MS Neg";"644";"140.1";"1015";"C00346";"HMDB00224";NA;459;"KEGG";"C00346";"PUBCHEM";"1015";TRUE;"direct";3;TRUE;FALSE;NA
"890";"460";"phytosphingosine";"554-62-1";"Lipid";"Sphingolipid";"1510";"LC/MS Pos";"5189";"318.39999999999998";NA;"C12144";"HMDB04610";NA;460;"HMDB";"HMDB0004610";"KEGG";"C12144";TRUE;"direct";2;TRUE;FALSE;NA
"891";"461";"pipecolate";"4043-87-2";"Amino acid";"Lysine metabolism";"1444";"LC/MS Pos";"1120";"130.1";"849";"C00408";"HMDB00070";NA;461;"HMDB";"HMDB0000070";"KEGG";"C00408";TRUE;"direct";3;TRUE;FALSE;NA
"892";"461";"pipecolate";"4043-87-2";"Amino acid";"Lysine metabolism";"1444";"LC/MS Pos";"1120";"130.1";"849";"C00408";"HMDB00070";NA;461;"HMDB";"HMDB0000070";"PUBCHEM";"849";TRUE;"direct";3;TRUE;FALSE;NA
"893";"461";"pipecolate";"4043-87-2";"Amino acid";"Lysine metabolism";"1444";"LC/MS Pos";"1120";"130.1";"849";"C00408";"HMDB00070";NA;461;"KEGG";"C00408";"PUBCHEM";"849";TRUE;"direct";3;TRUE;FALSE;NA
"894";"462";"piperine";"94-62-2";"Xenobiotics";"Food component/Plant";"33935";"LC/MS Pos";"5136";"286.2";"638024";"C03882";NA;NA;462;"KEGG";"C03882";"PUBCHEM";"638024";TRUE;"direct";2;TRUE;FALSE;NA
"895";"463";"pivaloylcarnitine";NA;"Xenobiotics";"Drug";"35432";"LC/MS Pos";"2370";"246.2";"126894";NA;NA;NA;463;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"896";"464";"pregnanediol-3-glucuronide";"1852-49-9";"Lipid";"Sterol/Steroid";"40708";"LC/MS Neg";"5136.8999999999996";"495.4";"123796";NA;NA;NA;464;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"897";"465";"pregnen-diol disulfate*";NA;"Lipid";"Sterol/Steroid";"32562";"LC/MS Neg";"3886";"238.3";NA;"C05484";"HMDB04025";NA;465;"HMDB";"HMDB0004025";"KEGG";"C05484";TRUE;"direct";2;TRUE;FALSE;NA
"898";"466";"pro-hydroxy-pro";"18684-24-7";"Peptide";"Dipeptide";"35127";"LC/MS Pos";"960";"229.2";"11902892";NA;"HMDB06695";NA;466;"HMDB";"HMDB0006695";"PUBCHEM";"11902892";TRUE;"direct";2;TRUE;FALSE;NA
"899";"467";"proline";"147-85-3";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1898";"LC/MS Pos";"796";"116.1";"145742";"C00148";"HMDB00162";NA;467;"HMDB";"HMDB0000162";"KEGG";"C00148";TRUE;"direct";3;TRUE;FALSE;NA
"900";"467";"proline";"147-85-3";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1898";"LC/MS Pos";"796";"116.1";"145742";"C00148";"HMDB00162";NA;467;"HMDB";"HMDB0000162";"PUBCHEM";"145742";TRUE;"direct";3;TRUE;FALSE;NA
"901";"467";"proline";"147-85-3";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1898";"LC/MS Pos";"796";"116.1";"145742";"C00148";"HMDB00162";NA;467;"KEGG";"C00148";"PUBCHEM";"145742";TRUE;"direct";3;TRUE;FALSE;NA
"902";"468";"prolylglycine";"2578-57-6";"Peptide";"Dipeptide";"40703";"LC/MS Pos";"875";"173.1";"6426709";NA;NA;NA;468;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"903";"470";"propionylcarnitine";"17298-37-2";"Lipid";"Fatty acid metabolism (also BCAA metabolism)";"32452";"LC/MS Pos";"1589";"218.2";"107738";"C03017";"HMDB00824";NA;470;"HMDB";"HMDB0000824";"KEGG";"C03017";TRUE;"direct";3;TRUE;FALSE;NA
"904";"470";"propionylcarnitine";"17298-37-2";"Lipid";"Fatty acid metabolism (also BCAA metabolism)";"32452";"LC/MS Pos";"1589";"218.2";"107738";"C03017";"HMDB00824";NA;470;"HMDB";"HMDB0000824";"PUBCHEM";"107738";TRUE;"direct";3;TRUE;FALSE;NA
"905";"470";"propionylcarnitine";"17298-37-2";"Lipid";"Fatty acid metabolism (also BCAA metabolism)";"32452";"LC/MS Pos";"1589";"218.2";"107738";"C03017";"HMDB00824";NA;470;"KEGG";"C03017";"PUBCHEM";"107738";TRUE;"direct";3;TRUE;FALSE;NA
"906";"471";"prostaglandin A2";"13345-50-1";"Lipid";"Eicosanoid";"19761";"LC/MS Neg";"4875";"333.3";"5280880";"C05953";"HMDB02752";NA;471;"HMDB";"HMDB0002752";"KEGG";"C05953";TRUE;"direct";3;TRUE;FALSE;NA
"907";"471";"prostaglandin A2";"13345-50-1";"Lipid";"Eicosanoid";"19761";"LC/MS Neg";"4875";"333.3";"5280880";"C05953";"HMDB02752";NA;471;"HMDB";"HMDB0002752";"PUBCHEM";"5280880";TRUE;"direct";3;TRUE;FALSE;NA
"908";"471";"prostaglandin A2";"13345-50-1";"Lipid";"Eicosanoid";"19761";"LC/MS Neg";"4875";"333.3";"5280880";"C05953";"HMDB02752";NA;471;"KEGG";"C05953";"PUBCHEM";"5280880";TRUE;"direct";3;TRUE;FALSE;NA
"909";"472";"prostaglandin E2";"363-24-6";"Lipid";"Eicosanoid";"7746";"LC/MS Neg";"4562";"351.3";"5280360";"C00584";"HMDB01220";NA;472;"HMDB";"HMDB0001220";"KEGG";"C00584";TRUE;"direct";3;TRUE;FALSE;NA
"910";"472";"prostaglandin E2";"363-24-6";"Lipid";"Eicosanoid";"7746";"LC/MS Neg";"4562";"351.3";"5280360";"C00584";"HMDB01220";NA;472;"HMDB";"HMDB0001220";"PUBCHEM";"5280360";TRUE;"direct";3;TRUE;FALSE;NA
"911";"472";"prostaglandin E2";"363-24-6";"Lipid";"Eicosanoid";"7746";"LC/MS Neg";"4562";"351.3";"5280360";"C00584";"HMDB01220";NA;472;"KEGG";"C00584";"PUBCHEM";"5280360";TRUE;"direct";3;TRUE;FALSE;NA
"912";"473";"pseudouridine";"1445-07-4";"Nucleotide";"Pyrimidine metabolism, uracil containing";"33442";"LC/MS Neg";"1104";"243.1";NA;"C02067";"HMDB00767";NA;473;"HMDB";"HMDB0000767";"KEGG";"C02067";TRUE;"direct";2;TRUE;FALSE;NA
"913";"474";"putrescine";"110-60-1";"Amino acid";"Polyamine metabolism";"1408";"GC/MS";"1705.8";"174";NA;"C00134";"HMDB01414";NA;474;"HMDB";"HMDB0001414";"KEGG";"C00134";TRUE;"direct";2;TRUE;FALSE;NA
"914";"475";"pyridoxal";"65-22-5";"Cofactors and vitamins";"Pyridoxal metabolism";"1651";"LC/MS Pos";"1210";"168.1";"1050";"C00250";"HMDB01545";NA;475;"HMDB";"HMDB0001545";"KEGG";"C00250";TRUE;"direct";3;TRUE;FALSE;NA
"915";"475";"pyridoxal";"65-22-5";"Cofactors and vitamins";"Pyridoxal metabolism";"1651";"LC/MS Pos";"1210";"168.1";"1050";"C00250";"HMDB01545";NA;475;"HMDB";"HMDB0001545";"PUBCHEM";"1050";TRUE;"direct";3;TRUE;FALSE;NA
"916";"475";"pyridoxal";"65-22-5";"Cofactors and vitamins";"Pyridoxal metabolism";"1651";"LC/MS Pos";"1210";"168.1";"1050";"C00250";"HMDB01545";NA;475;"KEGG";"C00250";"PUBCHEM";"1050";TRUE;"direct";3;TRUE;FALSE;NA
"917";"476";"pyridoxate";"82-82-6";"Cofactors and vitamins";"Vitamin B6 metabolism";"31555";"LC/MS Neg";"2210";"182.1";"6723";"C00847";"HMDB00017";NA;476;"HMDB";"HMDB0000017";"KEGG";"C00847";TRUE;"direct";3;TRUE;FALSE;NA
"918";"476";"pyridoxate";"82-82-6";"Cofactors and vitamins";"Vitamin B6 metabolism";"31555";"LC/MS Neg";"2210";"182.1";"6723";"C00847";"HMDB00017";NA;476;"HMDB";"HMDB0000017";"PUBCHEM";"6723";TRUE;"direct";3;TRUE;FALSE;NA
"919";"476";"pyridoxate";"82-82-6";"Cofactors and vitamins";"Vitamin B6 metabolism";"31555";"LC/MS Neg";"2210";"182.1";"6723";"C00847";"HMDB00017";NA;476;"KEGG";"C00847";"PUBCHEM";"6723";TRUE;"direct";3;TRUE;FALSE;NA
"920";"477";"pyroglutamine*";NA;"Amino acid";"Glutamate metabolism";"32672";"LC/MS Pos";"764";"129.19999999999999";"134508";NA;NA;NA;477;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"921";"478";"pyrophosphate (PPi)";"1466-09-3";"Energy";"Oxidative phosphorylation";"2078";"GC/MS";"1642.3";"451";"644102";"C00013";"HMDB00250";NA;478;"HMDB";"HMDB0000250";"KEGG";"C00013";TRUE;"direct";3;TRUE;FALSE;NA
"922";"478";"pyrophosphate (PPi)";"1466-09-3";"Energy";"Oxidative phosphorylation";"2078";"GC/MS";"1642.3";"451";"644102";"C00013";"HMDB00250";NA;478;"HMDB";"HMDB0000250";"PUBCHEM";"644102";TRUE;"direct";3;TRUE;FALSE;NA
"923";"478";"pyrophosphate (PPi)";"1466-09-3";"Energy";"Oxidative phosphorylation";"2078";"GC/MS";"1642.3";"451";"644102";"C00013";"HMDB00250";NA;478;"KEGG";"C00013";"PUBCHEM";"644102";TRUE;"direct";3;TRUE;FALSE;NA
"924";"479";"quebrachitol";"642-38-6";"Xenobiotics";"Food component/Plant";"37088";"GC/MS";"1797";"217";NA;NA;NA;NA;479;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"925";"480";"quinate";"77-95-2";"Xenobiotics";"Food component/Plant";"18335";"GC/MS";"1793";"345.1";NA;"C00296";"HMDB03072";NA;480;"HMDB";"HMDB0003072";"KEGG";"C00296";TRUE;"direct";2;TRUE;FALSE;NA
"926";"481";"quinidine";"56-54-2";"Xenobiotics";"Drug";"39766";"LC/MS Pos";"2712.6";"325.3";"441074";NA;NA;NA;481;NA;NA;NA;NA;NA;"no_match";1;TRUE;FALSE;NA
"927";"482";"quinolinate";"89-00-9";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"1899";"GC/MS";"1697.7";"296.10000000000002";"1066";"C03722";"HMDB00232";NA;482;"HMDB";"HMDB0000232";"KEGG";"C03722";TRUE;"direct";3;TRUE;FALSE;NA
"928";"482";"quinolinate";"89-00-9";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"1899";"GC/MS";"1697.7";"296.10000000000002";"1066";"C03722";"HMDB00232";NA;482;"HMDB";"HMDB0000232";"PUBCHEM";"1066";TRUE;"direct";3;TRUE;FALSE;NA
"929";"482";"quinolinate";"89-00-9";"Cofactors and vitamins";"Nicotinate and nicotinamide metabolism";"1899";"GC/MS";"1697.7";"296.10000000000002";"1066";"C03722";"HMDB00232";NA;482;"KEGG";"C03722";"PUBCHEM";"1066";TRUE;"direct";3;TRUE;FALSE;NA
"930";"483";"ranitidine";"66357-59-3";"Xenobiotics";"Drug";"38595";"LC/MS Pos";"1967";"315.10000000000002";"3001055";"D00422";"HMDB01930";NA;483;"HMDB";"HMDB0001930";"PUBCHEM";"3001055";TRUE;"direct";2;TRUE;FALSE;NA
"931";"484";"ribitol";"488-81-3";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"15772";"GC/MS";"1692.4";"217";NA;"C00474";"HMDB00508";NA;484;"HMDB";"HMDB0000508";"KEGG";"C00474";TRUE;"direct";2;TRUE;FALSE;NA
"932";"485";"riboflavin (Vitamin B2)";"83-88-5";"Cofactors and vitamins";"Riboflavin metabolism";"1827";"LC/MS Pos";"3111";"377.2";"493570";"C00255";"HMDB00244";NA;485;"HMDB";"HMDB0000244";"KEGG";"C00255";TRUE;"direct";3;TRUE;FALSE;NA
"933";"485";"riboflavin (Vitamin B2)";"83-88-5";"Cofactors and vitamins";"Riboflavin metabolism";"1827";"LC/MS Pos";"3111";"377.2";"493570";"C00255";"HMDB00244";NA;485;"HMDB";"HMDB0000244";"PUBCHEM";"493570";TRUE;"direct";3;TRUE;FALSE;NA
"934";"485";"riboflavin (Vitamin B2)";"83-88-5";"Cofactors and vitamins";"Riboflavin metabolism";"1827";"LC/MS Pos";"3111";"377.2";"493570";"C00255";"HMDB00244";NA;485;"KEGG";"C00255";"PUBCHEM";"493570";TRUE;"direct";3;TRUE;FALSE;NA
"935";"486";"ribose";"50-69-1";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"12080";"GC/MS";"1639.2";"204";"5779";"C00121";"HMDB00283";NA;486;"HMDB";"HMDB0000283";"KEGG";"C00121";TRUE;"direct";3;TRUE;FALSE;NA
"936";"486";"ribose";"50-69-1";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"12080";"GC/MS";"1639.2";"204";"5779";"C00121";"HMDB00283";NA;486;"HMDB";"HMDB0000283";"PUBCHEM";"5779";TRUE;"direct";3;TRUE;FALSE;NA
"937";"486";"ribose";"50-69-1";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"12080";"GC/MS";"1639.2";"204";"5779";"C00121";"HMDB00283";NA;486;"KEGG";"C00121";"PUBCHEM";"5779";TRUE;"direct";3;TRUE;FALSE;NA
"938";"488";"saccharopine";"997-68-2";"Amino acid";"Lysine metabolism";"1495";"GC/MS";"2082.1";"357.2";"160556";"C00449";"HMDB00279";NA;488;"HMDB";"HMDB0000279";"KEGG";"C00449";TRUE;"direct";3;TRUE;FALSE;NA
"939";"488";"saccharopine";"997-68-2";"Amino acid";"Lysine metabolism";"1495";"GC/MS";"2082.1";"357.2";"160556";"C00449";"HMDB00279";NA;488;"HMDB";"HMDB0000279";"PUBCHEM";"160556";TRUE;"direct";3;TRUE;FALSE;NA
"940";"488";"saccharopine";"997-68-2";"Amino acid";"Lysine metabolism";"1495";"GC/MS";"2082.1";"357.2";"160556";"C00449";"HMDB00279";NA;488;"KEGG";"C00449";"PUBCHEM";"160556";TRUE;"direct";3;TRUE;FALSE;NA
"941";"489";"salicylate";"69-72-7";"Xenobiotics";"Drug";"1515";"LC/MS Neg";"2226";"137.1";"338";"C00805";"HMDB01895";NA;489;"HMDB";"HMDB0001895";"KEGG";"C00805";TRUE;"direct";3;TRUE;FALSE;NA
"942";"489";"salicylate";"69-72-7";"Xenobiotics";"Drug";"1515";"LC/MS Neg";"2226";"137.1";"338";"C00805";"HMDB01895";NA;489;"HMDB";"HMDB0001895";"PUBCHEM";"338";TRUE;"direct";3;TRUE;FALSE;NA
"943";"489";"salicylate";"69-72-7";"Xenobiotics";"Drug";"1515";"LC/MS Neg";"2226";"137.1";"338";"C00805";"HMDB01895";NA;489;"KEGG";"C00805";"PUBCHEM";"338";TRUE;"direct";3;TRUE;FALSE;NA
"944";"490";"sarcosine (N-Methylglycine)";"107-97-1";"Amino acid";"Glycine, serine and threonine metabolism";"1516";"GC/MS";"1182.9000000000001";"116";"1088";"C00213";"HMDB00271";NA;490;"HMDB";"HMDB0000271";"KEGG";"C00213";TRUE;"direct";3;TRUE;FALSE;NA
"945";"490";"sarcosine (N-Methylglycine)";"107-97-1";"Amino acid";"Glycine, serine and threonine metabolism";"1516";"GC/MS";"1182.9000000000001";"116";"1088";"C00213";"HMDB00271";NA;490;"HMDB";"HMDB0000271";"PUBCHEM";"1088";TRUE;"direct";3;TRUE;FALSE;NA
"946";"490";"sarcosine (N-Methylglycine)";"107-97-1";"Amino acid";"Glycine, serine and threonine metabolism";"1516";"GC/MS";"1182.9000000000001";"116";"1088";"C00213";"HMDB00271";NA;490;"KEGG";"C00213";"PUBCHEM";"1088";TRUE;"direct";3;TRUE;FALSE;NA
"947";"491";"scyllo-inositol";"488-59-5";"Lipid";"Inositol metabolism";"32379";"GC/MS";"1893.8";"318.2";NA;"C06153";"HMDB06088";NA;491;"HMDB";"HMDB0006088";"KEGG";"C06153";TRUE;"direct";2;TRUE;FALSE;NA
"948";"492";"sedoheptulose-7-phosphate";"2646-35-7";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35649";"GC/MS";"2070";"691.35";"616";"C05382";"HMDB01068";NA;492;"HMDB";"HMDB0001068";"KEGG";"C05382";TRUE;"direct";3;TRUE;FALSE;NA
"949";"492";"sedoheptulose-7-phosphate";"2646-35-7";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35649";"GC/MS";"2070";"691.35";"616";"C05382";"HMDB01068";NA;492;"HMDB";"HMDB0001068";"PUBCHEM";"616";TRUE;"direct";3;TRUE;FALSE;NA
"950";"492";"sedoheptulose-7-phosphate";"2646-35-7";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35649";"GC/MS";"2070";"691.35";"616";"C05382";"HMDB01068";NA;492;"KEGG";"C05382";"PUBCHEM";"616";TRUE;"direct";3;TRUE;FALSE;NA
"951";"494";"serylisoleucine*";NA;"Peptide";"Dipeptide";"40193";"LC/MS Pos";"2021";"219.2";NA;NA;NA;NA;494;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"952";"495";"serylleucine";"6665-16-3";"Peptide";"Dipeptide";"40066";"LC/MS Pos";"2106";"219.2";NA;NA;NA;NA;495;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"953";"496";"serylphenyalanine";NA;"Peptide";"Dipeptide";"40054";"LC/MS Pos";"2348";"253.2";NA;NA;NA;NA;496;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"954";"497";"serylvaline";"51782-06-0";"Peptide";"Dipeptide";"42058";"LC/MS Pos";"1501";"205.1";NA;NA;NA;NA;497;NA;NA;NA;NA;NA;"no_match";0;TRUE;FALSE;NA
"955";"498";"sorbitol";"6706-59-8";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15053";"GC/MS";"1843";"319.10000000000002";"5780";"C00794";"HMDB00247";NA;498;"HMDB";"HMDB0000247";"KEGG";"C00794";TRUE;"direct";3;TRUE;FALSE;NA
"956";"498";"sorbitol";"6706-59-8";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15053";"GC/MS";"1843";"319.10000000000002";"5780";"C00794";"HMDB00247";NA;498;"HMDB";"HMDB0000247";"PUBCHEM";"5780";TRUE;"direct";3;TRUE;FALSE;NA
"957";"498";"sorbitol";"6706-59-8";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15053";"GC/MS";"1843";"319.10000000000002";"5780";"C00794";"HMDB00247";NA;498;"KEGG";"C00794";"PUBCHEM";"5780";TRUE;"direct";3;TRUE;FALSE;NA
"958";"500";"spermidine";"124-20-9";"Amino acid";"Polyamine metabolism";"485";"LC/MS Pos";"533";"146.19999999999999";"1102";"C00315";"HMDB01257";NA;500;"HMDB";"HMDB0001257";"KEGG";"C00315";TRUE;"direct";3;TRUE;FALSE;NA
"959";"500";"spermidine";"124-20-9";"Amino acid";"Polyamine metabolism";"485";"LC/MS Pos";"533";"146.19999999999999";"1102";"C00315";"HMDB01257";NA;500;"HMDB";"HMDB0001257";"PUBCHEM";"1102";TRUE;"direct";3;TRUE;FALSE;NA
"960";"500";"spermidine";"124-20-9";"Amino acid";"Polyamine metabolism";"485";"LC/MS Pos";"533";"146.19999999999999";"1102";"C00315";"HMDB01257";NA;500;"KEGG";"C00315";"PUBCHEM";"1102";TRUE;"direct";3;TRUE;FALSE;NA
"961";"501";"spermine";"71-44-3";"Amino acid";"Polyamine metabolism";"603";"LC/MS Pos";"506";"203.2";"1103";"C00750";"HMDB01256";NA;501;"HMDB";"HMDB0001256";"KEGG";"C00750";TRUE;"direct";3;TRUE;FALSE;NA
"962";"501";"spermine";"71-44-3";"Amino acid";"Polyamine metabolism";"603";"LC/MS Pos";"506";"203.2";"1103";"C00750";"HMDB01256";NA;501;"HMDB";"HMDB0001256";"PUBCHEM";"1103";TRUE;"direct";3;TRUE;FALSE;NA
"963";"501";"spermine";"71-44-3";"Amino acid";"Polyamine metabolism";"603";"LC/MS Pos";"506";"203.2";"1103";"C00750";"HMDB01256";NA;501;"KEGG";"C00750";"PUBCHEM";"1103";TRUE;"direct";3;TRUE;FALSE;NA
"964";"502";"sphinganine";"3102-56-5";"Lipid";"Sphingolipid";"17769";"LC/MS Pos";"5175";"302.3";"91486, 46878428";"C00836";"HMDB00269";NA;502;"HMDB";"HMDB0000269";"KEGG";"C00836";TRUE;"direct";4;TRUE;FALSE;NA
"965";"502";"sphinganine";"3102-56-5";"Lipid";"Sphingolipid";"17769";"LC/MS Pos";"5175";"302.3";"91486, 46878428";"C00836";"HMDB00269";NA;502;"HMDB";"HMDB0000269";"PUBCHEM";"91486";TRUE;"direct";4;TRUE;FALSE;NA
"966";"502";"sphinganine";"3102-56-5";"Lipid";"Sphingolipid";"17769";"LC/MS Pos";"5175";"302.3";"91486, 46878428";"C00836";"HMDB00269";NA;502;"HMDB";"HMDB0000269";"PUBCHEM";"46878428";TRUE;"direct";4;TRUE;FALSE;NA
"967";"502";"sphinganine";"3102-56-5";"Lipid";"Sphingolipid";"17769";"LC/MS Pos";"5175";"302.3";"91486, 46878428";"C00836";"HMDB00269";NA;502;"KEGG";"C00836";"PUBCHEM";"91486";TRUE;"direct";4;TRUE;FALSE;NA
"968";"502";"sphinganine";"3102-56-5";"Lipid";"Sphingolipid";"17769";"LC/MS Pos";"5175";"302.3";"91486, 46878428";"C00836";"HMDB00269";NA;502;"KEGG";"C00836";"PUBCHEM";"46878428";TRUE;"direct";4;TRUE;FALSE;NA
"969";"502";"sphinganine";"3102-56-5";"Lipid";"Sphingolipid";"17769";"LC/MS Pos";"5175";"302.3";"91486, 46878428";"C00836";"HMDB00269";NA;502;"PUBCHEM";"91486";"PUBCHEM";"46878428";TRUE;"secondary";4;TRUE;FALSE;NA
"970";"503";"sphingosine";"123-78-4";"Lipid";"Sphingolipid";"17747";"LC/MS Pos";"5197";"300.2";"5280335, 46878424";"C00319";"HMDB00252";NA;503;"HMDB";"HMDB0000252";"KEGG";"C00319";TRUE;"direct";4;TRUE;FALSE;NA
"971";"503";"sphingosine";"123-78-4";"Lipid";"Sphingolipid";"17747";"LC/MS Pos";"5197";"300.2";"5280335, 46878424";"C00319";"HMDB00252";NA;503;"HMDB";"HMDB0000252";"PUBCHEM";"5280335";TRUE;"direct";4;TRUE;FALSE;NA
"972";"503";"sphingosine";"123-78-4";"Lipid";"Sphingolipid";"17747";"LC/MS Pos";"5197";"300.2";"5280335, 46878424";"C00319";"HMDB00252";NA;503;"HMDB";"HMDB0000252";"PUBCHEM";"46878424";TRUE;"direct";4;TRUE;FALSE;NA
"973";"503";"sphingosine";"123-78-4";"Lipid";"Sphingolipid";"17747";"LC/MS Pos";"5197";"300.2";"5280335, 46878424";"C00319";"HMDB00252";NA;503;"KEGG";"C00319";"PUBCHEM";"5280335";TRUE;"direct";4;TRUE;FALSE;NA
"974";"503";"sphingosine";"123-78-4";"Lipid";"Sphingolipid";"17747";"LC/MS Pos";"5197";"300.2";"5280335, 46878424";"C00319";"HMDB00252";NA;503;"KEGG";"C00319";"PUBCHEM";"46878424";TRUE;"direct";4;TRUE;FALSE;NA
"975";"503";"sphingosine";"123-78-4";"Lipid";"Sphingolipid";"17747";"LC/MS Pos";"5197";"300.2";"5280335, 46878424";"C00319";"HMDB00252";NA;503;"PUBCHEM";"5280335";"PUBCHEM";"46878424";TRUE;"secondary";4;TRUE;FALSE;NA
"976";"504";"squalene";"111-02-4";"Lipid";"Sterol/Steroid";"1518";"GC/MS";"2205";"69";"638072";"C00751";"HMDB00256";NA;504;"HMDB";"HMDB0000256";"KEGG";"C00751";TRUE;"direct";3;TRUE;FALSE;NA
"977";"504";"squalene";"111-02-4";"Lipid";"Sterol/Steroid";"1518";"GC/MS";"2205";"69";"638072";"C00751";"HMDB00256";NA;504;"HMDB";"HMDB0000256";"PUBCHEM";"638072";TRUE;"direct";3;TRUE;FALSE;NA
"978";"504";"squalene";"111-02-4";"Lipid";"Sterol/Steroid";"1518";"GC/MS";"2205";"69";"638072";"C00751";"HMDB00256";NA;504;"KEGG";"C00751";"PUBCHEM";"638072";TRUE;"direct";3;TRUE;FALSE;NA
"979";"505";"stachydrine";"4136-37-2";"Xenobiotics";"Food component/Plant";"34384";"LC/MS Pos";"860";"144.1";"115244";"C10172";"HMDB04827";NA;505;"HMDB";"HMDB0004827";"KEGG";"C10172";TRUE;"direct";3;TRUE;FALSE;NA
"980";"505";"stachydrine";"4136-37-2";"Xenobiotics";"Food component/Plant";"34384";"LC/MS Pos";"860";"144.1";"115244";"C10172";"HMDB04827";NA;505;"HMDB";"HMDB0004827";"PUBCHEM";"115244";TRUE;"direct";3;TRUE;FALSE;NA
