"";"Metabolite";"CAS";"SUPER_PATHWAY";"SUB_PATHWAY";"COMP_ID";"PLATFORM";"RI";"MASS";"PUBCHEM";"KEGG";"HMDB"
"532";"tryptophylasparagine";"175027-11-9";"Peptide";"Dipeptide";"40661";"LC/MS Pos";"1963";"319.2";NA;NA;NA
"533";"tryptophylglutamate";"36099-95-3";"Peptide";"Dipeptide";"41401";"LC/MS Pos";"2246";"334.2";"3634442";NA;NA
"534";"tryptophylleucine";"13123-35-8";"Peptide";"Dipeptide";"40080";"LC/MS Pos";"3369";"318.2";"323786";NA;NA
"535";"tyrosine";"60-18-4";"Amino acid";"Phenylalanine & tyrosine metabolism";"1299";"LC/MS Pos";"1516";"182.1";"6057";"C00082";"HMDB00158"
"536";"tyrosylalanine";"730-08-5";"Peptide";"Dipeptide";"40018";"LC/MS Pos";"1589.5";"253.2";"5496455, 7020632";NA;NA
"537";"tyrosylglutamine";"28252-40-6";"Peptide";"Dipeptide";"41459";"LC/MS Pos";"1437";"310.2";NA;NA;NA
"538";"tyrosylglycine";"673-05-5";"Peptide";"Dipeptide";"41375";"LC/MS Pos";"1596.8";"239.1";"259323";NA;NA
"539";"tyrosylhistidine";"3788-44-1";"Peptide";"Dipeptide";"41464";"LC/MS Pos";"903";"319.2";NA;NA;NA
"540";"tyrosylleucine";"17355-10-1";"Peptide";"Dipeptide";"40031";"LC/MS Pos";"2656";"295.2";"87071, 7009561";NA;NA
"541";"tyrosyllysine";"54925-88-1";"Peptide";"Dipeptide";"40656";"LC/MS Pos";"949.1";"310.2";NA;NA;NA
"542";"tyrosylphenylalanine";"17355-11-2";"Peptide";"Dipeptide";"41492";"LC/MS Pos";"2890";"329.2";"3421919";NA;NA
"543";"tyrosyltyrosine";"1050-28-8";"Peptide";"Dipeptide";"40667";"LC/MS Pos";"2177";"345.2";"70590, 5057430";NA;NA
"544";"tyrosylvaline";"17355-09-8";"Peptide";"Dipeptide";"41424";"LC/MS Pos";"2041";"281.2";"7009560, 7009559";NA;NA
"545";"undecanedioate";"1852-04-6";"Lipid";"Fatty acid, dicarboxylate";"35671";"LC/MS Neg";"2376";"215.1";"15816";NA;"HMDB00888"
"546";"uracil";"66-22-8";"Nucleotide";"Pyrimidine metabolism, uracil containing";"605";"GC/MS";"1370.4";"241";"1174";"C00106";"HMDB00300"
"547";"urate";"69-93-2, 120K5305";"Nucleotide";"Purine metabolism, urate metabolism";"1604";"LC/MS Neg";"769";"167.1";NA;"C00366";"HMDB00289"
"548";"urea";"57-13-6";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1670";"GC/MS";"1223.9000000000001";"171";"1176";"C00086";"HMDB00294"
"549";"uridine";"58-96-8";"Nucleotide";"Pyrimidine metabolism, uracil containing";"606";"LC/MS Neg";"1430";"243.1";"6029";"C00299";"HMDB00296"
"550";"uridine monophosphate (5' or 3')";NA;"Nucleotide";"Pyrimidine metabolism, uracil containing";"39879";"LC/MS Pos";"1079";"325";NA;NA;NA
"551";"valerylcarnitine";NA;"Lipid";"Fatty acid metabolism";"34406";"LC/MS Pos";"2584";"246.2";"16226475, 53481619";NA;"HMDB13128"
"552";"valine";"72-18-4";"Amino acid";"Valine, leucine and isoleucine metabolism";"1649";"LC/MS Pos";"1040";"118.1";"6287";"C00183";"HMDB00883"
"553";"valylalanine";"27493-61-4";"Peptide";"Dipeptide";"41518";"LC/MS Pos";"1278.5999999999999";"189.1";"6992637";NA;NA
"554";"valylarginine";"37682-75-0";"Peptide";"Dipeptide";"42072";"LC/MS Pos";"794.2";"274.2";"4266827";NA;NA
"555";"valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923"
"556";"valylaspartate";"20556-16-5";"Peptide";"Dipeptide";"40650";"LC/MS Pos";"1073.3";"233.1";"7009608";NA;NA
"557";"valylglutamate";"3062-07-5";"Peptide";"Dipeptide";"32454";"LC/MS Pos";"1346";"247.1";"7009623";NA;NA
"558";"valylglutamine";"42854-54-6";"Peptide";"Dipeptide";"42079";"LC/MS Pos";"1102";"246.2";"7016044";NA;NA
"559";"valylglycine";"686-43-1";"Peptide";"Dipeptide";"40475";"LC/MS Pos";"1330";"175.1";"136487";NA;NA
"560";"valylhistidine";"13589-07-6";"Peptide";"Dipeptide";"40680";"LC/MS Neg";"1629.1";"253.2";NA;NA;NA
"561";"valylisoleucine";"20556-14-3";"Peptide";"Dipeptide";"40050";"LC/MS Pos";"2365";"231.2";"7010531";NA;NA
"562";"valylleucine";NA;"Peptide";"Dipeptide";"39994";"LC/MS Pos";"2503.3000000000002";"231.2";"352039";NA;NA
"563";"valyllysine";"22677-62-9";"Peptide";"Dipeptide";"41384";"LC/MS Neg";"1601.8";"244.2";"168058";NA;NA
"564";"valylmethionine";"14486-09-0";"Peptide";"Dipeptide";"40674";"LC/MS Pos";"2000";"249.1";"6993038";NA;NA
"565";"valylphenylalanine";"3918-92-1";"Peptide";"Dipeptide";"40688";"LC/MS Pos";"2790";"265.2";"6993119";NA;NA
"566";"valylserine";"15388-94-8";"Peptide";"Dipeptide";"40716";"LC/MS Neg";"1332";"203.2";"139506";NA;NA
"567";"valyltryptophan";"24587-37-9";"Peptide";"Dipeptide";"40649";"LC/MS Pos";"2830";"304.2";"168182";NA;NA
"568";"valyltyrosine";"3061-91-4";"Peptide";"Dipeptide";"40697";"LC/MS Pos";"2000";"281.2";"7009554";NA;NA
"569";"valylvaline";"3918-94-3";"Peptide";"Dipeptide";"40728";"LC/MS Pos";"1842";"217.2";"107475";NA;NA
"570";"vanillylmandelate (VMA)";"55-10-7";"Amino acid";"Phenylalanine & tyrosine metabolism";"1567";"GC/MS";"1806.8";"297.10000000000002";"1245";"C05584";"HMDB00291"
"571";"venlafaxine";"93413-69-5";"Xenobiotics";"Drug";"38623";"LC/MS Pos";"3700";"278.2";"5656";"C07187";"HMDB05016"
"572";"xanthine";"69-89-6";"Nucleotide";"Purine metabolism, (hypo)xanthine/inosine containing";"3147";"LC/MS Pos";"1430";"153.1";"1188";"C00385";"HMDB00292"
"573";"xanthosine";"146-80-5";"Nucleotide";"Purine metabolism, (hypo)xanthine/inosine containing";"15136";"LC/MS Pos";"1785";"285";"64959";"C01762";"HMDB00299"
"574";"xylitol";"87-99-0";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"41319";"GC/MS";"1677.6";"217";"6912";"C00379";"HMDB00568"
"575";"xylonate";"73686-31-7";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35638";"GC/MS";"1722";"292";"6602431";"C05411";NA
"576";"xylose";"609-06-3";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"15835";"GC/MS";"1723.9";"204";"135191";"C00181";"HMDB00098"
"577";"xylulose";"551-84-8";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"18344";"GC/MS";"1668";"306.10000000000002";"5289590";"C00310";"HMDB00654"
